"id","survey_lang","purpose"
"s20881","hun","Szerintem azt próbálja felderíteni, hogy hogyan lehet egy ember gondolatait egy szöveg segítségével befolyásolni. Esetleg reklámokhoz, vagy a kommunikáció javítása (meggyőzés) érdekében lehet hasznos. "
"s20882","hun","Szövegkörnyezet vizsgálata és az abban használt nyelvi elemeké"
"s20887","hun","Felmérjék a szabad gondolkodásunkat és véleményeinket a feladatok során."
"s20890","hun","Talán az, hogy ki hogyan értelmez egy szöveget, mit szűr le belőle. 
Az hogy mennyire befolyásoló tényező az, mikor az embernek döntést kell hoznia olyan kérdések megválaszolásában, mikor az olvasandó szöveg szereplői tudatosan cselekednek ám emellett egyéb környezeti tényezők is közrejátszottak, amiknek tudatában ők nem álltak. Ezek következtében az ő döntésük tudatosnak mondható e, szerencsének, vagy balszerencsének.
Hogy vajon mi hogyan vélekedünk arról, hogy vajon ezek a történetek véletlenek, balszerencse, vagy tudatos döntések voltak e a szereplők részéről, és milyen okból gondoljuk azt."
"s20891","hun","Tudjuk-e vagy csak azt gondoljuk, hogy tudjuk bizonyos dolgok mivoltát? Mennyire befolyásolja ez a döntésünket?
Ezek vagy ehhez hasonló kérdések megválaszolására törekedhet a kutatás."
"s20895","hun","Öntudatosság, mit tartunk valósnak és mi az amit annak képzelünk, illetve, hogy mi is határozza meg azt, hogy mi a valós."
"s20897","hun","Az asszociációs régiók rövid idejű rögzítésének tesztelése"
"s20899","hun","Talán a különböző nyelvek és a szövegértés kapcsolatával foglalkozik a kísérlet, de erre abból is következtettem, hogy a kutatás egy német egyetemről származik."
"s20901","hun","Úgy gondolom, hogy azt vizsgálja mennyire tudnak az emberek elvonatkoztatni a történettől."
"s20902","hun","A figyelmes és értő olvasás felmérése."
"s20903","hun","Mindenképpen a szövegek feldolgozását kutatja."
"s20904","hun","Hogy gondolkodnak az emberek a hiszek, tudatában vagyok szónak a jelentéséről különböző szituációkban. "
"s20906","hun","Egy írott szövegből mennyire tudunk következtetéseket levonni az adott szereplő állapotáról, tudásáról plusz háttér információk ismeretében."
"s20910","hun","Szövegek, információk értelmezését vizsgálni. "
"s20937","hun","A célja talán a szövegértés , illetve az, hogy mennyire látjuk át ezeket a történeteket, mennyire tudjuk beleképzelni magunkat a másik gondolkodásmenetébe."
"s20943","hun","döntésképesség kialakítása, félrevezetés észrevétele"
"s20953","hun","TEST"
"s20955","hun","Talán azt vizsgálhatja, hogy a különböző információs csatornák (szakvélemények, tanúsítványok, egyéb személyek) miként befolyásolják a vélekedésünk az információ megítélése kapcsán."
"s20957","ger","idk"
"s20975","ger","Gettier case"
"s21012","ger","test"
"s21015","eng","TEST"
"s21030","eng","purpose of language"
"s21077","eng","no"
"s21086","ger","Denkmuster zu ergründen"
"s21102","eng","Culturl differences in attributions"
"s21103","eng","framing effect and attentional biases"
"s21104","eng","To see if we rely on external factors more when deciding something is a fact or a belief"
"s21105","eng","Testing our thought process of the situation"
"s21106","eng","Perhaps it is to determine people's cognitive thinking patterns"
"s21107","eng","Identifying how certain words or context can change our perceptions"
"s21108","eng","It is to test our ability to remember information"
"s21109","eng","to see if people think good luck or bad luck is related to their ability"
"s21110","eng","To find out if people have good or bad reactions when something that is not within their control happens"
"s21111","eng","I think the purpose was to understand what people know and what they believe in are 2 different things."
"s21112","eng","how people judge a situation where they know the outcome but the people involved do not know"
"s21113","eng","To examine how other situational factors affect our certainty of knowledge we had beforehand "
"s21114","eng","Perceptions of good/bad luck in decision-making"
"s21118","eng","understanding how individuals perceive other peoples decision making"
"s21119","eng","to check our attentiveness"
"s21121","eng","I think it is to see on what extent is our perception external or internal based. "
"s21122","eng","To assess English language skills"
"s21124","eng","Not sure:) "
"s21125","eng","nil"
"s21126","eng","testing of language and understanding of the stories"
"s21128","eng","To gauge perceptions"
"s21129","eng","looking at the way people perceive things and from a 3rd party perspective"
"s21131","eng","interpretation of language"
"s21132","eng","Perceptions of whether people think a mistake made is out of ability or luck"
"s21133","eng","No idea"
"s21135","eng","To find out how we perceive people's wrong conclusions."
"s21136","eng","not sure"
"s21138","eng","nil"
"s21157","eng","to determine how one's opinion is affected by the circumstances around them"
"s21159","eng","To find out if certain circumstances are attributable to one's luck or one's ability."
"s21160","eng","Determine perception towards right and wrong"
"s21161","eng","the purpose is to test out how the context will affect what we know or what we think we know"
"s21162","eng","To test on whether participants' intuitive of their various scenarios would change based on what was stated on the paragraphs (whether they are knowledge of the topic)."
"s21165","eng","To study how one inteprets a paragraph and how the phrasing will affect how people view the people in the scenario"
"s21166","eng","I think the prupose of this study is to test whether participants are idea to identify things in real life and to be able to tell between a fake and a real"
"s21167","eng","to test our understanding of the text that was given to us"
"s21169","eng","people's perception"
"s21170","eng","Test how we perceive honest mistakes? Seems a bit obvious, but unsure overall"
"s21171","eng","To understand the predicament that the subject in the case example is in. Not fully sure as well."
"s21172","eng","i think the purpose of the stidu is to find out about the perspective of individuals when they think they are right but instead they are wrong"
"s21173","eng","nil"
"s21175","eng","perception of the situation"
"s21176","eng","To access whether we perceive things as good or bad. Not sure!"
"s21177","eng","Alertness on boring task?"
"s21178","eng","Perception"
"s21179","eng","Ability to read and understand long passages"
"s21180","eng","not sure"
"s21183","eng","dont know"
"s21185","eng","To understand our perception"
"s21186","eng","To see how one understand different scenarios and see if its luck or natural "
"s21187","eng","Investigate cognitive responses and self-esteem afterwards"
"s21188","eng","I guess this is about how we perceive what we see and what we know?"
"s21189","eng","attribute decision making to the different circumstances"
"s21190","eng","To evaluate if we think that a person' ability to identify things in their environment is based on a person's luck or ability. "
"s21192","eng","to determine a perception based on a given circumstance"
"s21193","eng","about individuals perception?"
"s21194","eng","The purpose is to evaluate an individual's perceptions on issues that seem controversial and both answers might be correct."
"s21214","ger","lkcylkc"
"s21231","rus","не знаю"
"s21241","rus","не знаю"
"s21256","rus","не знаю"
"s21260","rus","не знаю"
"s21263","rus","проверить на логику"
"s21269","rus","Цель - выяснить сколько человек делают выводы основываясь на фактах, а сколько на личных представлениях - бездоказательно."
"s21272","ger","TEST"
"s21296","ger","TEST"
"s21300","rus","ЦЕЛЬ ИССЛЕДОВАНИЯ"
"s21305","rus","визуальное восприятие обстановки с учетом анализа этой обстановки мозгом"
"s21313","gre","δεν καταλαβα"
"s21331","rus","нет"
"s21333","rus","Исследование о том, как люди делают выводы не имея точных знаний и опираются только на свои ограниченные убеждения и личный опыт "
"s21336","rus","Понять когнитивные искажения"
"s21338","rus","как трактуется ситуация со стороны """"""""есть"""""""" и """"""""кажется"""""""""
"s21339","rus","не могу оставить поле пустым))) стоит валидация на заполнение"
"s21341","rus","Определить, какие факторы влияют на реальность восприятия той или иной ситуации"
"s21358","rus","что-то о манипуляции доверием, фактами?"
"s21361","rus","Идентификация факторов, влияющих на восприятие результатов когнитивной деятельности персонажей истории (как результата осознанной деятельности или как результата стечения обстоятельств), и определение вклада этих факторов. "
"s21365","rus","Понять, как восприятие отражет реальность и где тут ложь"
"s21378","ger","fdsfvsdv"
"s21382","rus","Выявление объективного мышления"
"s21388","rus","Оценка того, какое мнение люди могут считать обоснованным"
"s21390","rus","Определить то как люди воспринимают понятия веры и знания на опосредованных ситуацях и понимание границ того что люди готовы относить к тому или иному понятию."
"s21397","rus","Оценка представлений о вере и знании как о способах познания объективной реальности"
"s21402","ger","Beobachtung von Aufmerksamkeit durch Hinzugabe oder Vorenthalten von Informationen"
"s21403","ger","Interpretation von Erzählungen, Wirkung von Sprache."
"s21404","ger","Nutzung unterschiedlicher Wortwahl impliziert bestimmte Vorahnungen"
"s21406","ger","Lernen und Merken
Was behalten wir wirklich und was stimmt wirklich mit dem Sachverhalt überein?"
"s21408","ger","Forschung des Zufalls? Aufmerksamkeit des Lesens? "
"s21410","ger","Wahrnehmung"
"s21411","ger","keine Idee"
"s21413","ger","Konzentration / konzentriertes Lesen / kognitive Fähigkeiten / Zusammenhänge erkennen"
"s21414","ger","Überprüfung des Leseverständis. "
"s21422","ger","Aufmerksamkeit für Details?"
"s21427","ger","Zu testen, wie unterschiedlich Menschen Informationen verarbeiten."
"s21430","ger","zu beurteilen, wie Aussagen aufgefasst werden und ob man Aussagen kritisch hinterfragen sollte"
"s21431","ger","Wie aufmerksam man sich die Sachverhalte durchliest bevor man weiß welche Fragen kommen"
"s21432","ger","Erinnerungsvermögen und Beeinträchtigung hiervon."
"s21438","ger","Aufmerksamkeit"
"s21439","ger","Den Unterschied zwischen glauben zu wissen und wissen herauszuarbeiten"
"s21442","ger","Verstehen und Wiedergabe von Geschichten."
"s21443","ger","unterschiedliche Wahrnehmungen"
"s21445","ger","Es geh vielleicht um Sprache und um Wahrnehmung "
"s21449","ger","Bedeutung, Interpretation bzw. Verwendung von bestimmten Begriffen"
"s21452","ger","Welchen Einfluss die Struktur und die Wortwahl in Texten auf die Wahrnehmung haben."
"s21458","ger","Oftmals glauben wir zu wissen was wir sehen, was jedoch nicht immer zutreffend ist. Dadurch, dass im Text stellenweise aufmerksam gemacht wird, was die Peson meint zu sehen beeinlusst dies unsere Entscheidung, ob die Person bspw. weiß oder nur glaubt was das Objekt/ der Gegensatand ist."
"s21459","ger","Wirkung von Sprache auf persönliche Einschätzung von Mitmenschen"
"s21461","ger","Gute Frage"
"s21462","ger","kommunikationsfähigkeit und verständis der anderen"
"s21464","ger","Zweck: Konzentration und Merkfähigkeit, bei dem letzten Text hat man sich die Fragen gemerkt und beim Lesen des Textes schon im Kopf gehabt"
"s21467","ger","Eventuell herauszufinden, was Befragte sich aus dem Kontext eines Textes erschließen. "
"s21469","ger","Die Einschätzung von fremden Personen, ob Aussagen und Entscheidungen aufgrund von Wissen oder dem Glauben etwas zu wissen."
"s21471","ger","Zu erkennen, welche Perspektive der Proband einnimmt, also ob er sich in die Lage des Person in der Geschichte versetzt oder ob er sein Wissen der Situation verwendet und antwortet."
"s21473","ger","Vorurteile bei Entscheidungen von Männern und Frauen, wem wird mehr Expertise zugetraut"
"s21474","ger","Ob die """"""""Fragen"""""""" / """"""""Antworten"""""""" bei den Szenarien gleich bleiben, trotz unterschiedlichen Umständen."
"s21476","ger","Keine Idee"
"s21480","ger","Intensivität der Texte prüfen, ob Menschen die Texte auch richtig durchlesen oder nur grob überfliegen. Augen fürs """"""""Detail""""""""."
"s21481","ger","Wie viele Informationen aus Sachtexten behalten werden können und wieder gegebenkönnen anhand weniger widerholter Informationen "
"s21486","ger","Das genaue Lesen der Fragestellungen, da viele Fragen ein falsche Fährte gelegt haben."
"s21488","ger","Ich könnte mir vorstellen, dass diese Studie dazu dient zu erforschen, wie schnell sich ein Mensch auf unterschiedliche Szenarien einstellen kann und die jeweils gleichen Fragen hierzu richtig beantwortet. "
