"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","spirituality","source_first","important_scientific","credible_scientific","important_spiritual","credible_spiritual","sourceCorrect_scientific","sourceCorrect_spiritual","recallHit_scientific","recallHit_spiritual","recallFa_scientific","recallFa_spiritual","RT_scientific","RT_spiritual","statementAndOrder","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
7531,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.125,0.284751037344398,-0.845360715043866,1,"scientific",5,6,1,1,1,1,5,5,0,1,65.233,38.093,"S2_G1",54,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7532,"NLD","Netherlands",0.166666666666667,0.142857142857143,1,1,"Christian (Roman Catholic)","",1,1,0.5,0.75,0.72523116730065,0.651360544217687,0.25,0.284751037344398,-0.845360715043866,7,"spiritual",1,1,1,1,1,1,4,4,0,1,45.472,33.018,"G1_S2",59,"woman",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7533,"NLD","Netherlands",0.666666666666667,0.857142857142857,1,1,"Christian (Roman Catholic)","",1,0.5,0.5,0.5,0.936579054358917,0.717687074829932,0.5,0.284751037344398,-0.845360715043866,3,"spiritual",4,5,4,5,1,1,5,5,0,1,147.829,90.129,"G2_S1",58,"woman",3,4,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7534,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.375,0.284751037344398,-0.845360715043866,5,"scientific",1,1,1,1,0,1,3,3,0,0,64.424,54.1,"S1_G2",74,"man",6,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7535,"NLD","Netherlands",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)","",0.833333333333333,0.833333333333333,0.5,0.75,1.1698566614704,0.801020408163265,0.625,0.284751037344398,-0.845360715043866,3,"scientific",5,5,6,6,1,1,4,3,0,0,84.274,107.244,"S1_G2",66,"man",3,3,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7536,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.166666666666667,0.25,0,-0.613412941833754,0.154761904761905,0.375,0.284751037344398,-0.845360715043866,2,"spiritual",1,1,1,1,1,1,2,4,1,0,12.498,27.322,"G2_S1",61,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7537,"NLD","Netherlands",0,0.285714285714286,0.5,0,NA,"",1,1,0,0.5,0.1990535085085,0.469387755102041,0.25,0.284751037344398,-0.845360715043866,7,"scientific",6,6,1,1,1,1,5,4,0,0,30.469,28.244,"S1_G2",57,"man",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7538,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",1,4,1,3,1,0,3,3,0,1,10.796,9.983,"G1_S2",69,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7539,"NLD","Netherlands",0,0,0,0,NA,"",0,0.333333333333333,0,0,-0.91230177694866,0.0476190476190476,0.25,0.284751037344398,-0.845360715043866,4,"spiritual",5,7,1,3,1,1,5,1,0,2,41.733,20.5,"G1_S2",49,"man",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7540,"NLD","Netherlands",0,0,0,0,NA,"",0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,5,5,0,0,51.684,170.527,"G2_S1",72,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7541,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.25,0.284751037344398,-0.845360715043866,1,"scientific",1,2,1,1,1,1,5,3,0,0,70.479,20.64,"S2_G1",68,"man",3,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7542,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0.666666666666667,0,0,-0.597969432880259,0.166666666666667,0.375,0.284751037344398,-0.845360715043866,5,"spiritual",1,2,1,1,1,1,3,5,0,0,40.125,51.634,"G1_S2",51,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7543,"NLD","Netherlands",0.833333333333333,1,1,1,"Christian (Protestant)","",1,1,0.75,0.75,1.46159907515146,0.904761904761905,0.75,0.284751037344398,-0.845360715043866,6,"spiritual",4,2,2,2,1,1,5,5,0,0,103.918,92.985,"G1_S2",76,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7544,"NLD","Netherlands",0.833333333333333,0,1,1,"Other:","pkn",0.5,0.333333333333333,0.25,0.25,0.225328040954304,0.452380952380952,0.25,0.284751037344398,-0.845360715043866,4,"scientific",4,3,2,2,0,1,4,4,0,0,23.597,22.148,"S1_G2",68,"woman",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7545,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.284751037344398,-0.845360715043866,1,"scientific",1,7,1,3,1,1,4,3,0,0,40.378,41.277,"S2_G1",55,"man",5,1,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7546,"NLD","Netherlands",0.666666666666667,0.714285714285714,1,1,"Christian (Protestant)","",0.833333333333333,0.333333333333333,0.25,0.25,0.54965977073747,0.578231292517007,0.5,0.284751037344398,-0.845360715043866,3,"scientific",3,5,5,6,1,1,5,5,0,0,34.033,24.148,"S2_G1",51,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7547,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,3,3,0,0,50.895,57.948,"G2_S1",67,"man",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7548,"NLD","Netherlands",0,0,1,0,NA,"",0.5,0.166666666666667,0,0,-0.413631160369874,0.238095238095238,0.25,0.284751037344398,-0.845360715043866,4,"spiritual",2,3,2,3,1,1,5,5,1,1,85.863,64.709,"G1_S2",71,"woman",3,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7549,"NLD","Netherlands",0,0,0.5,1,"Christian (Protestant)","",0.333333333333333,0.333333333333333,0,0,-0.600536980800634,0.166666666666667,0,0.284751037344398,-0.845360715043866,3,"scientific",3,5,3,3,1,1,3,2,0,0,40.16,26.922,"S2_G1",32,"woman",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7550,"NLD","Netherlands",0,0,1,1,"Christian (Protestant)","",0.5,0.5,0.25,0.25,-0.0803285260678943,0.357142857142857,0.375,0.284751037344398,-0.845360715043866,2,"scientific",1,3,1,2,1,1,3,2,0,0,40.982,40.802,"S1_G2",51,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7551,"NLD","Netherlands",0,0.714285714285714,1,1,"Other:","Remonstrants",0.333333333333333,0.333333333333333,0,0.25,-0.042668400071035,0.375850340136054,0.25,0.284751037344398,-0.845360715043866,5,"scientific",3,1,1,1,0,1,2,3,0,0,36.128,22.229,"S2_G1",76,"woman",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7552,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,4,1,1,3,4,0,1,40.272,59.94,"G2_S1",74,"man",5,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7553,"NLD","Netherlands",0,0,0,0,NA,"",0,0.333333333333333,0,0,-0.91230177694866,0.0476190476190476,0,0.284751037344398,-0.845360715043866,1,"scientific",2,4,2,2,1,0,3,3,1,0,51.237,49.363,"S2_G1",35,"man",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7554,"NLD","Netherlands",0,0,0,0,NA,"",0,0.166666666666667,0,0,-0.975373151787387,0.0238095238095238,0,0.284751037344398,-0.845360715043866,5,"spiritual",1,2,3,4,1,1,3,4,1,0,43.319,34.889,"G1_S2",58,"woman",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7555,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.333333333333333,0,0,-0.662324581679173,0.142857142857143,0.125,0.284751037344398,-0.845360715043866,3,"spiritual",1,3,1,3,1,1,2,4,1,0,30.442,36.754,"G2_S1",48,"woman",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7556,"NLD","Netherlands",0,0,0.5,1,"Christian (Roman Catholic)","",0.166666666666667,0,0.25,0.25,-0.581307446732102,0.166666666666667,0.25,0.284751037344398,-0.845360715043866,3,"scientific",2,2,4,4,1,1,4,4,0,0,26.701,34.947,"S2_G1",66,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7557,"NLD","Netherlands",0.5,0,1,1,"Christian (Protestant)","",0.5,0.5,0.25,0.25,0.140908239048661,0.428571428571429,0.25,0.284751037344398,-0.845360715043866,3,"spiritual",3,3,3,3,0,1,3,2,0,0,19.557,22.484,"G1_S2",69,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7558,"NLD","Netherlands",0,0,0,0,NA,"",0.166666666666667,0,0.25,0.25,-0.769497041123049,0.0952380952380952,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,3,3,0,0,22.096,17.861,"G1_S2",40,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7559,"NLD","Netherlands",0,0,0,0,NA,"",0.666666666666667,0.666666666666667,0,0.25,-0.443831753816668,0.226190476190476,0.125,0.284751037344398,-0.845360715043866,6,"scientific",4,6,2,3,1,1,4,3,0,0,49.122,22.771,"S1_G2",30,"woman",4,6,"Mixed / other","Nederlands, Caribisch","Kieskompas","online panel","monetary reward","Dutch"
7560,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.375,0.284751037344398,-0.845360715043866,2,"spiritual",2,1,2,2,1,1,4,4,0,0,89.948,95.333,"G1_S2",82,"man",5,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7561,"NLD","Netherlands",0.833333333333333,0.857142857142857,1,1,"Other:","Christen",1,0,1,1,1.23543028746397,0.812925170068027,0.25,0.284751037344398,-0.845360715043866,6,"spiritual",5,6,2,2,1,1,5,5,0,0,33.684,39.145,"G2_S1",60,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7562,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,3,5,0,0,13.346,29.308,"G2_S1",68,"woman",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7563,"NLD","Netherlands",0.166666666666667,0,0,0,NA,"",0,0,0,0,-0.964698938253929,0.0238095238095238,0,0.284751037344398,-0.845360715043866,1,"scientific",1,4,1,4,1,1,4,3,0,0,39.635,33.229,"S1_G2",24,"man",5,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7564,"NLD","Netherlands",0,0,1,0,NA,"",0,1,0,0,-0.283637088811858,0.285714285714286,0.25,0.284751037344398,-0.845360715043866,7,"scientific",1,4,1,4,1,1,4,3,0,0,104.628,63.655,"S1_G2",54,"woman",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7565,"NLD","Netherlands",0.5,0,1,1,"Christian (Roman Catholic)","",0.666666666666667,0.5,0.5,0.5,0.409855724551726,0.523809523809524,0.375,0.284751037344398,-0.845360715043866,6,"spiritual",3,4,4,4,1,0,4,4,1,1,50.6,40.461,"G1_S2",68,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7566,"NLD","Netherlands",0,0,0.5,0,NA,"",0.333333333333333,0,0,0,-0.726679730478088,0.119047619047619,0.25,0.284751037344398,-0.845360715043866,2,"scientific",5,5,2,2,1,1,3,5,0,0,46.116,46.36,"S2_G1",67,"man",5,6,"Mixed / other","Europees - Indonesisch","Kieskompas","online panel","monetary reward","Dutch"
7567,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.375,0.284751037344398,-0.845360715043866,1,"spiritual",5,5,1,2,1,1,5,5,0,0,39.388,45.76,"G2_S1",63,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7568,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",1,4,1,4,1,1,5,5,0,1,24.514,21.688,"S1_G2",58,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7569,"NLD","Netherlands",0.666666666666667,0,0.5,0,NA,"",0.166666666666667,0.166666666666667,0.25,0.25,-0.223253718404634,0.285714285714286,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,4,4,1,0,38.457,31.52,"G1_S2",23,"man",4,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7570,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",1,4,1,4,1,1,5,5,0,0,26.036,68.766,"G2_S1",36,"man",5,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7571,"NLD","Netherlands",0,0,0.5,0,NA,"",0.333333333333333,0.333333333333333,0.25,0.25,-0.393377096176108,0.238095238095238,0.25,0.284751037344398,-0.845360715043866,3,"scientific",6,5,3,4,1,1,2,2,1,1,11.988,13.048,"S1_G2",71,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7572,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.666666666666667,0,0,-0.536181832001719,0.19047619047619,0,0.284751037344398,-0.845360715043866,2,"spiritual",1,3,1,3,1,1,3,2,1,0,18.382,21.719,"G1_S2",59,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7573,"NLD","Netherlands",0,0,1,0,NA,"",0.833333333333333,0.666666666666667,0,0.25,-0.00566496415623458,0.392857142857143,0.25,0.284751037344398,-0.845360715043866,4,"scientific",4,4,3,4,1,1,2,2,2,0,66.796,21.188,"S1_G2",59,"woman",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7574,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,3,2,1,0,27.637,30.725,"G1_S2",66,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7575,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0.5,0,0,-0.661040807718986,0.142857142857143,0,0.284751037344398,-0.845360715043866,1,"spiritual",4,4,4,4,1,0,3,2,1,0,17.361,17.293,"G2_S1",55,"woman",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7576,"NLD","Netherlands",0.833333333333333,0.714285714285714,1,1,"Christian (Protestant)","",1,1,0.75,1,1.44697509853253,0.899659863945578,0.25,0.284751037344398,-0.845360715043866,1,"scientific",1,1,1,1,1,1,2,2,0,1,55.19,42.177,"S2_G1",64,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7577,"NLD","Netherlands",0.166666666666667,0.714285714285714,1,1,"Other:","Christen",0.833333333333333,0.833333333333333,0,0.25,0.40565411545295,0.542517006802721,0.25,0.284751037344398,-0.845360715043866,4,"scientific",2,5,2,4,1,1,4,5,0,0,47.253,27.316,"S2_G1",43,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7578,"NLD","Netherlands",0.833333333333333,1,1,1,"Christian (Protestant)","",1,1,0.75,0.75,1.46159907515146,0.904761904761905,0.375,0.284751037344398,-0.845360715043866,6,"spiritual",3,3,2,2,1,1,3,3,1,0,54.328,34.709,"G1_S2",64,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7579,"NLD","Netherlands",0.166666666666667,0.714285714285714,1,0,NA,"",0.833333333333333,1,0.25,0.25,0.580708504975823,0.602040816326531,0.25,0.284751037344398,-0.845360715043866,6,"spiritual",1,6,1,3,1,1,2,2,0,0,34.875,26.059,"G1_S2",55,"woman",3,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7580,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,3,"scientific",3,3,3,3,1,1,3,2,1,1,11.059,16.364,"S2_G1",50,"man",3,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7581,"NLD","Netherlands",0,0.571428571428571,1,0,NA,"",0.666666666666667,0.666666666666667,0.25,0.25,0.26413214276799,0.486394557823129,0.25,0.284751037344398,-0.845360715043866,6,"spiritual",4,5,4,3,1,1,4,3,0,0,38.082,62.631,"G2_S1",66,"woman",3,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7582,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0,0.284751037344398,-0.845360715043866,3,"scientific",7,7,4,3,1,1,5,3,0,0,113.537,61.741,"S1_G2",56,"man",3,2,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7583,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",3,3,3,3,1,1,5,3,0,0,43.099,37.341,"S2_G1",55,"man",2,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7584,"NLD","Netherlands",0,0,0.5,0,NA,"",0.333333333333333,0.333333333333333,0.25,0.25,-0.393377096176108,0.238095238095238,0.375,0.284751037344398,-0.845360715043866,4,"scientific",4,4,3,4,1,1,3,3,2,0,58.479,28.996,"S1_G2",72,"woman",6,7,"African","","Kieskompas","online panel","monetary reward","Dutch"
7585,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0.166666666666667,0,0,-0.78718355739644,0.0952380952380952,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",3,4,2,2,1,1,4,5,0,1,40.764,36.884,"G1_S2",64,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7586,"NLD","Netherlands",0,0.714285714285714,1,0,NA,"",0.666666666666667,1,0.25,0.25,0.445175315725099,0.554421768707483,0,0.284751037344398,-0.845360715043866,7,"scientific",1,2,1,1,1,1,4,4,1,0,36.04,40.172,"S1_G2",62,"man",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7587,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.25,0.284751037344398,-0.845360715043866,2,"scientific",1,1,1,2,1,1,4,3,0,0,47.109,34.171,"S2_G1",63,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7588,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.166666666666667,0.25,0.25,-0.518236071893375,0.19047619047619,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",2,2,2,2,1,1,3,5,0,0,83.907,64.501,"G1_S2",56,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7589,"NLD","Netherlands",0.833333333333333,1,1,1,"Christian (Protestant)","",1,1,0.75,0.75,1.46159907515146,0.904761904761905,0.5,0.284751037344398,-0.845360715043866,7,"spiritual",1,1,1,1,1,1,5,5,0,0,101.462,94.389,"G2_S1",42,"woman",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7590,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.625,0.284751037344398,-0.845360715043866,1,"scientific",1,4,1,2,1,1,4,2,0,0,19.064,38.307,"S2_G1",24,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7591,"NLD","Netherlands",0.166666666666667,0.714285714285714,1,1,"Christian (Protestant)","",1,0.666666666666667,0.25,0.5,0.611530226117288,0.613945578231292,0.375,0.284751037344398,-0.845360715043866,4,"spiritual",2,3,2,2,1,1,2,3,1,0,86.313,53.735,"G2_S1",51,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7592,"NLD","Netherlands",0.333333333333333,0,1,1,"Christian (Protestant)","",0.5,0,0,0.25,-0.234034488523852,0.297619047619048,0.125,0.284751037344398,-0.845360715043866,1,"scientific",3,3,3,3,0,1,4,5,0,0,29.573,40.649,"S1_G2",75,"woman",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7593,"NLD","Netherlands",0,0,1,0,NA,"",0.666666666666667,0.5,0,0,-0.225700809813881,0.30952380952381,0.25,0.284751037344398,-0.845360715043866,3,"scientific",4,5,4,4,1,1,5,4,1,2,40.518,35.521,"S2_G1",49,"woman",1,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7594,"NLD","Netherlands",1,0.857142857142857,1,1,"Christian (Protestant)","",0.666666666666667,0,0.5,0.5,0.771280904830027,0.64625850340136,0.25,0.284751037344398,-0.845360715043866,1,"scientific",7,7,6,5,1,0,1,1,0,0,11.128,8.957,"S1_G2",55,"woman",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7595,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,4,"spiritual",3,3,1,1,1,1,4,4,1,0,58.844,49.213,"G1_S2",48,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7596,"NLD","Netherlands",0,0.142857142857143,0,0,NA,"",0.166666666666667,0.5,0.25,0,-0.620559363267593,0.151360544217687,0.25,0.284751037344398,-0.845360715043866,3,"spiritual",2,2,1,2,1,1,2,2,2,1,18.485,24.374,"G2_S1",55,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7597,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",1,2,1,1,1,1,4,4,0,0,65.365,43.91,"G1_S2",75,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7598,"NLD","Netherlands",0,0,0,0,NA,"",0.166666666666667,0.333333333333333,0,0,-0.85051417607012,0.0714285714285714,0.125,0.284751037344398,-0.845360715043866,5,"spiritual",1,2,1,1,1,1,5,4,0,1,43.25,19.936,"G1_S2",43,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7599,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.375,0.284751037344398,-0.845360715043866,1,"scientific",2,4,2,2,1,1,5,4,0,0,72.663,46.809,"S1_G2",44,"man",7,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7600,"NLD","Netherlands",0.333333333333333,0.714285714285714,1,0,NA,"",0.5,0,0.25,0.25,0.152450642558567,0.435374149659864,0.25,0.284751037344398,-0.845360715043866,2,"scientific",1,1,2,2,1,1,2,3,0,0,28.423,39.643,"S1_G2",48,"man",4,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
