ResponseId,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Common difference,Subadditivity,Delay-speedup,Interval markup,Risk preference,Q22_2,Q22_3,Q22_4,Q22_5,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35
AD537,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),246,256,267,231,One extra week of salary for no additional work in 2173,Things will be about the same,I had to take on some debt to pay them,23959,32809,35313,My financial situation became somewhat better,I pay off any balances every month,Poor,1981,Prefer not to answer,MBA,Not in paid employed (looking for work),"Asian,Native Hawaiian,Pacific Islander,White","Non-Hispanic,Immigrant"
AD538,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $490 right now,$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),155,295,65,485,One extra week of vacation for no change in salary in 2173,Things will be much worse,I paid everything but saved nothing,14647,42953,43177,My financial situation became somewhat worse,I generally pay off the interest but not the balance,Below average but not poor,1955,Woman,College or university (Bachelor or equivalent),Full-time student,"Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD539,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),246,14,3,737,Two extra weeks of salary with no additional work in 2174,Things will be about the same,I had to take on some debt to pay them,22411,36878,24747,My financial situation became somewhat better,I make the minimum payment and the interest is charged,Below average but not poor,1967,Man,Secondary school (high school),Employed full-time (25+ hours per week),"Black or African-American,Native Alaskan,Native American,Native Hawaiian","Hispanic,Immigrant"
AD540,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",Guaranteed $50,117,181,258,444,Two extra weeks of vacation with no change in salary in 2175,Things will be about the same,I had to take on some debt to pay them,14719,33113,23237,My financial situation became much better,I pay off much of the balance,Around average,1958,Woman,MBA,Employed part-time (less than 25 hours per week),"Asian,Black or African-American,Pacific Islander",Hispanic
AD541,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $490 right now,$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),65,193,112,630,One extra week of salary for no additional work in 2174,Things will be somewhat worse,"Everything is paid off and I have enough to save, invest, or spend freely",20310,11692,31320,My financial situation became much worse,I pay off any balances every month,Around average,1922,Man,Primary school,Employed part-time (less than 25 hours per week),"Asian,Native Hawaiian,Pacific Islander",Immigrant
AD542,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $495 right now,$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),187,198,168,447,One extra week of vacation for no change in salary in 2174,Things will be somewhat worse,I had to take on a lot of debt to pay my bills last month,26602,30702,25039,My financial situation became much worse,I make the minimum payment and the interest is charged,Wealthy,1951,Woman,Primary school,Not in paid employed (looking for work),Asian,"Hispanic,Non-Hispanic"
AD543,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),188,138,230,444,Two extra weeks of salary with no additional work in 2175,Things will be somewhat worse,"Everything is paid off and I have enough to save, invest, or spend freely",46971,15811,47572,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,Poor,1999,Other,Secondary school (high school),Employed part-time (less than 25 hours per week),"Asian,Black or African-American,Native American,Native Hawaiian,Pacific Islander,White",Non-Hispanic
AD544,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$5,000 right now",A 75% chance of $67 (25% chance of $0),94,176,288,442,Two extra weeks of vacation with no change in salary in 2176,Things will be much worse,I had to take on a lot of debt to pay my bills last month,30928,22394,15059,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Wealthy,1977,Woman,Doctoral degree,Not in paid employed (looking for work),"Asian,White",Hispanic
AD545,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $1500 in 24 months (2 years),Receiving $500 in 12 months (1 year),"$5,000 right now",Guaranteed $50,95,146,152,607,One extra week of vacation for no change in salary in 2042,Things will be about the same,I could not pay all my bills last month,30406,41892,41466,My financial situation became somewhat better,I never purchase anything on credit or take on debt,Below average but not poor,1940,Man,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD546,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),158,61,225,556,One extra week of salary for no additional work in 2175,Things will be somewhat worse,I could not pay all my bills last month,31937,19115,11274,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Wealthy,1965,Other,College or university (Bachelor or equivalent),Not in paid employed (looking for work),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Immigrant"
AD547,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),234,177,191,398,One extra week of vacation for no change in salary in 2175,Things will be much better,I paid everything but saved nothing,12451,34914,38816,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,Above average but not wealthy,1993,Man,Graduate (Masters or equivalent),Not in paid employment (by choice),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Non-Hispanic
AD548,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),242,62,278,418,Two extra weeks of salary with no additional work in 2176,Things will be much worse,I paid everything and saved some,39145,45399,20213,My financial situation became somewhat better,I pay off much of the balance,Below average but not poor,1997,Other,Graduate (Masters or equivalent),Not in paid employment (by choice),"Asian,Native Alaskan,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD549,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 25% chance of $200 (75% chance of $0),165,19,71,745,Two extra weeks of vacation with no change in salary in 2177,Things will be about the same,I paid everything and saved some,27977,31076,19982,My financial situation became somewhat better,I never purchase anything on credit or take on debt,Below average but not poor,1967,Other,Secondary school (high school),Employed full-time (25+ hours per week),"Native Alaskan,Native American,Pacific Islander,White","Non-Hispanic,Immigrant"
AD550,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),18,188,158,636,One extra week of salary for no additional work in 2176,Things will be much worse,I paid everything but saved nothing,46516,35039,28942,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,Around average,1979,Man,Primary school,Not in paid employed (looking for work),"Native Alaskan,Native American,Native Hawaiian,Pacific Islander",Hispanic
AD551,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),101,176,241,482,One extra week of vacation for no change in salary in 2176,Things will be about the same,I had to take on a lot of debt to pay my bills last month,24613,25499,10761,My financial situation became much worse,I never purchase anything on credit or take on debt,Around average,1997,Woman,MBA,Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native Hawaiian,White","Hispanic,Non-Hispanic"
